accession_lassa,name_nuc_seq,host,year,location,country,region,lon,lat
MK656418.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656419.1,Lassa mammarenavirus,Mastomys,2013,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656420.1,Lassa mammarenavirus,Mastomys,2013,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656421.1,Lassa mammarenavirus,Mastomys,2013,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656422.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656423.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656424.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656425.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656426.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656427.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656428.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656429.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656430.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656431.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656432.1,Lassa mammarenavirus,Mastomys,2013,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656433.1,Lassa mammarenavirus,Mastomys,2013,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656434.1,Lassa mammarenavirus,Mastomys,2013,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656435.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656436.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656437.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656438.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656439.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656440.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656441.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK978784.1,Lassa mammarenavirus,Homo sapiens,2015,"Bangolo, Côte d'Ivoire",Côte d'Ivoire,Bangolo,-7.4868283,7.006340900000001
MK978785.1,Lassa mammarenavirus,Homo sapiens,2015,"Bangolo, Côte d'Ivoire",Côte d'Ivoire,Bangolo,-7.4868283,7.006340900000001
MN123651.1,DGD-4,Mastomys natalensis,2005,"Denguedou, Guinea",Guinea,Denguedou,NA,NA
MN123652.1,DGD-28,Mastomys natalensis,2005,"Denguedou, Guinea",Guinea,Denguedou,NA,NA
MN123653.1,DGD-35,Mastomys natalensis,2005,"Denguedou, Guinea",Guinea,Denguedou,NA,NA
MN123654.1,DGD-87,Mastomys natalensis,2005,"Denguedou, Guinea",Guinea,Denguedou,NA,NA
MN123655.1,DGD-104,Mastomys natalensis,2005,"Denguedou, Guinea",Guinea,Denguedou,NA,NA
MN123656.1,DGD-112,Mastomys natalensis,2005,"Denguedou, Guinea",Guinea,Denguedou,NA,NA
MN123657.1,Bri08,Mastomys natalensis,2013,"Brissa, Guinea",Guinea,Brissa,NA,NA
MN123658.1,Bri39,Mastomys natalensis,2013,"Brissa, Guinea",Guinea,Brissa,NA,NA
MN123659.1,Dal02,Mastomys natalensis,2013,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
MN123660.1,Dal04,Mastomys natalensis,2013,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
MN123661.1,Dal11,Mastomys natalensis,2013,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
MN123662.1,Dal17,Mastomys natalensis,2013,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
MN123663.1,Dal25,Mastomys natalensis,2013,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
MN123664.1,Dal53,Mastomys natalensis,2014,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
MN123665.1,Dam03,Mastomys natalensis,2013,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MN123666.1,Dam05,Mastomys natalensis,2013,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MN123667.1,Dam15,Mastomys natalensis,2013,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MN123668.1,Dam20,Mastomys natalensis,2013,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MN123669.1,Dam38,Mastomys natalensis,2013,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MN123670.1,Dam49,Mastomys natalensis,2013,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MN123671.1,Dam71,Mastomys natalensis,2014,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MN123672.1,Dam72,Mastomys natalensis,2014,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MN123673.1,Dam90,Mastomys natalensis,2014,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MN123674.1,Dam95,Mastomys natalensis,2014,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MN123675.1,Kho10,Mastomys natalensis,2013,"Khoria, Guinea",Guinea,Khoria,NA,NA
MN123676.1,Kho29,Mastomys natalensis,2013,"Khoria, Guinea",Guinea,Khoria,NA,NA
MN123677.1,Kho30,Mastomys natalensis,2013,"Khoria, Guinea",Guinea,Khoria,NA,NA
MN123678.1,Saf01,Mastomys natalensis,2013,"Safrani, Guinea",Guinea,Safrani,NA,NA
MN123679.1,Sil03,Mastomys natalensis,2013,"Silimi, Guinea",Guinea,Silimi,NA,NA
MN123680.1,Sok07,Mastomys natalensis,2013,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
MN123681.1,Sok10,Mastomys natalensis,2013,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
MN123682.1,Sok18,Mastomys natalensis,2013,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
MN123683.1,Sok21,Mastomys natalensis,2013,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
MN123684.1,Sok32,Mastomys natalensis,2013,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
MN123685.1,Sok40,Mastomys natalensis,2014,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
MN123686.1,Sok44,Mastomys natalensis,2014,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
MN123687.1,Sok51,Mastomys natalensis,2014,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
MN123688.1,Sok61,Mastomys natalensis,2014,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
MN123689.1,Sok75,Mastomys natalensis,2014,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
MN123690.1,Son85,Mastomys natalensis,2014,"Sonkonia, Guinea",Guinea,Sonkonia,-10.79231,9.904836
MN123691.1,Son109,Mastomys natalensis,2014,"Sonkonia, Guinea",Guinea,Sonkonia,-10.79231,9.904836
MN123692.1,Yar14,Mastomys natalensis,2013,"Yarawalia, Guinea",Guinea,Yarawalia,-10.733333,9.95
MN123693.1,Yar20,Mastomys natalensis,2013,"Yarawalia, Guinea",Guinea,Yarawalia,-10.733333,9.95
MN123694.1,Yar24,Mastomys natalensis,2013,"Yarawalia, Guinea",Guinea,Yarawalia,-10.733333,9.95
MN123695.1,Yar36,Mastomys natalensis,2013,"Yarawalia, Guinea",Guinea,Yarawalia,-10.733333,9.95
MN123696.1,Yar46,Mastomys natalensis,2013,"Yarawalia, Guinea",Guinea,Yarawalia,-10.733333,9.95
MN123697.1,EGU-106,Mastomys natalensis,2011,"Eguare-Egoro, Nigeria",Nigeria,Eguare-Egoro,6.0775174,6.774726299999999
MN123698.1,EGU-240,Mastomys natalensis,2011,"Eguare-Egoro, Nigeria",Nigeria,Eguare-Egoro,6.0775174,6.774726299999999
MN123699.1,EGU-271,Mastomys natalensis,2011,"Eguare-Egoro, Nigeria",Nigeria,Eguare-Egoro,6.0775174,6.774726299999999
MN123700.1,EGU-88,Mastomys natalensis,2011,"Eguare-Egoro, Nigeria",Nigeria,Eguare-Egoro,6.0775174,6.774726299999999
MN123701.1,EKP-447,Mastomys natalensis,2012,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MN123702.1,EKP-508,Mastomys natalensis,2012,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MN123703.1,EKP-512,Mastomys natalensis,2012,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MN123704.1,EKP-518,Mastomys natalensis,2012,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MN123705.1,EKP-521,Mastomys natalensis,2012,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MN123706.1,EKP-539,Mastomys natalensis,2012,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MN123707.1,EKP-549,Mastomys natalensis,2012,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MN123708.1,EKP-555,Mastomys natalensis,2012,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MN123709.1,EKP-601,Mastomys natalensis,2012,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MN275172.1,Lassa mammarenavirus,Homo sapiens,2012,Sierra Leone,Sierra Leone,NA,-11.779889,8.460555
MN275173.1,Lassa mammarenavirus,Homo sapiens,2012,Sierra Leone,Sierra Leone,NA,-11.779889,8.460555
MP226840.1,Lassa mammarenavirus,NA,NA,,NA,NA,NA,NA
MP226842.1,Lassa mammarenavirus,NA,NA,,NA,NA,NA,NA
MP226843.1,Lassa mammarenavirus,NA,NA,,NA,NA,NA,NA
MP226847.1,Lassa mammarenavirus,NA,NA,,NA,NA,NA,NA
MP226848.1,Lassa mammarenavirus,NA,NA,,NA,NA,NA,NA
MS811606.1,Lassa mammarenavirus,NA,NA,,NA,NA,NA,NA
MT001745.1,NIG-EKP-1187,Mastomys natalensis,2014,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MT001746.1,NIG-EKP-1215,Mastomys natalensis,2014,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MT001747.1,NIG-EKP-1350,Mastomys natalensis,2015,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MT001748.1,NIG-EKP-1363,Mastomys natalensis,2015,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MT001749.1,NIG-EKP-1374,Mastomys natalensis,2015,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MT001750.1,NIG-EKP-1429,Mastomys natalensis,2015,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MT001751.1,NIG-EKP-1441,Mastomys natalensis,2015,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MT001752.1,NIG-EKP-1526,Mastomys natalensis,2015,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MT001753.1,NIG-EKP-1908,Mastomys natalensis,2016,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MT001754.1,NIG-EKP-1951,Mastomys natalensis,2016,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MT001755.1,NIG-EKP-1960,Mastomys natalensis,2016,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MT001756.1,NIG-EKP-1969,Mastomys natalensis,2016,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MT001757.1,NIG-EKP-1984,Mastomys natalensis,2016,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MT001758.1,NIG-EKP-1187,Mastomys natalensis,2014,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MT001759.1,NIG-EKP-1215,Mastomys natalensis,2014,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MT001760.1,NIG-EKP-1350,Mastomys natalensis,2015,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MT001761.1,NIG-EKP-1363,Mastomys natalensis,2015,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MT001762.1,NIG-EKP-1374,Mastomys natalensis,2015,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MT001763.1,NIG-EKP-1429,Mastomys natalensis,2015,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MT001764.1,NIG-EKP-1441,Mastomys natalensis,2015,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MT001765.1,NIG-EKP-1526,Mastomys natalensis,2015,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MT001766.1,NIG-EKP-1908,Mastomys natalensis,2016,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MT001767.1,NIG-EKP-1951,Mastomys natalensis,2016,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MT001768.1,NIG-EKP-1960,Mastomys natalensis,2016,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MT001769.1,NIG-EKP-1969,Mastomys natalensis,2016,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MT001770.1,NIG-EKP-1984,Mastomys natalensis,2016,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
MT119462.1,Bri-63,Mastomys natalensis,2015,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119463.1,Bri-94,Mastomys natalensis,2015,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119464.1,Bri-99,Mastomys natalensis,2015,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119465.1,Bri-103,Mastomys natalensis,2015,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119466.1,Bri-115,Mastomys natalensis,2015,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119467.1,Bri-116,Mastomys natalensis,2015,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119468.1,Bri-124,Mastomys natalensis,2015,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119469.1,Bri-145,Mastomys natalensis,2015,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119470.1,Bri-161,Mastomys natalensis,2015,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119471.1,Bri-174,Mastomys natalensis,2015,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119472.1,Bri-194,Mastomys natalensis,2016,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119473.1,Bri-195,Mastomys natalensis,2016,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119474.1,Bri-201,Mastomys natalensis,2016,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119475.1,Bri-210,Mastomys natalensis,2016,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119476.1,Bri-215,Mastomys natalensis,2016,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119477.1,Bri-216,Mastomys natalensis,2016,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119478.1,Bri-221,Mastomys natalensis,2016,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119479.1,Bri-222,Mastomys natalensis,2016,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119480.1,Bri-228,Mastomys natalensis,2016,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119481.1,Bri-229,Mastomys natalensis,2016,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119482.1,Dal-10,Mastomys natalensis,2013,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
MT119483.1,Dal-29,Mastomys natalensis,2013,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
MT119484.1,Dal-31,Mastomys natalensis,2013,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
MT119485.1,Dal-44,Mastomys natalensis,2014,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
MT119486.1,Dal-46,Mastomys natalensis,2014,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
MT119487.1,Dal-47,Mastomys natalensis,2014,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
MT119488.1,Dal-65,Mastomys natalensis,2015,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
MT119489.1,Dal-77,Mastomys natalensis,2016,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
MT119490.1,Dal-78,Mastomys natalensis,2016,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
MT119491.1,Dal-94,Mastomys natalensis,2016,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
MT119492.1,Dal-97,Mastomys natalensis,2016,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
MT119493.1,Dal-100,Mastomys natalensis,2016,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
MT119494.1,Dal-107,Mastomys natalensis,2016,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
MT119495.1,Dal-109,Mastomys natalensis,2016,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
MT119496.1,Dal-110,Mastomys natalensis,2016,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
MT119497.1,Dal-120,Mastomys natalensis,2017,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
MT119498.1,Dal-121,Mastomys natalensis,2017,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
MT119499.1,Dal-125,Mastomys natalensis,2017,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
MT119500.1,Dal-139,Mastomys natalensis,2017,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
MT119501.1,Dal-140,Mastomys natalensis,2017,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
MT119502.1,Dam-27,Mastomys natalensis,2013,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MT119503.1,Dam-29,Mastomys natalensis,2013,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MT119504.1,Dam-30,Mastomys natalensis,2013,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MT119505.1,Dam-31,Mastomys natalensis,2013,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MT119506.1,Dam-54,Mastomys natalensis,2014,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MT119507.1,Dam-59,Mastomys natalensis,2014,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MT119508.1,Dam-65,Mastomys natalensis,2014,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MT119509.1,Dam-67,Mastomys natalensis,2014,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MT119510.1,Dam-70,Mastomys natalensis,2014,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MT119511.1,Dam-96,Mastomys natalensis,2014,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MT119512.1,Dam-119,Mastomys natalensis,2015,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MT119513.1,Dam-127,Mastomys natalensis,2015,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MT119514.1,Dam-135,Mastomys natalensis,2015,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MT119515.1,Dam-151,Mastomys natalensis,2015,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MT119516.1,Dam-152,Mastomys natalensis,2015,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MT119517.1,Dam-162,Mastomys natalensis,2016,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MT119518.1,Dam-163,Mastomys natalensis,2016,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MT119519.1,Dam-183,Mastomys natalensis,2016,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MT119520.1,Dam-192,Mastomys natalensis,2016,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
MT119521.1,Sok-22,Mastomys natalensis,2013,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
MT119522.1,Sok-34,Mastomys natalensis,2013,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
MT119523.1,Sok-37,Mastomys natalensis,2014,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
MT119524.1,Sok-41,Mastomys natalensis,2014,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
MT119525.1,Sok-42,Mastomys natalensis,2014,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
MT119526.1,Sok-49,Mastomys natalensis,2014,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
MT119527.1,Sok-58,Mastomys natalensis,2014,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
MT119528.1,Sok-62,Mastomys natalensis,2014,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
MT119529.1,Sok-68,Mastomys natalensis,2014,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
MT119530.1,Sok-76,Mastomys natalensis,2014,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
MT119531.1,Sok-77,Mastomys natalensis,2014,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
MT119532.1,Sok-95,Mastomys natalensis,2017,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
MT119533.1,Sok-103,Mastomys natalensis,2017,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
MT119534.1,Sok-104,Mastomys natalensis,2017,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
MT119535.1,Son-29,Mastomys natalensis,2013,"Sonkonia, Guinea",Guinea,Sonkonia,-10.79231,9.904836
MT119536.1,Son-69,Mastomys natalensis,2014,"Sonkonia, Guinea",Guinea,Sonkonia,-10.79231,9.904836
MT119537.1,Son-105,Mastomys natalensis,2014,"Sonkonia, Guinea",Guinea,Sonkonia,-10.79231,9.904836
MT119538.1,Son-116,Mastomys natalensis,2015,"Sonkonia, Guinea",Guinea,Sonkonia,-10.79231,9.904836
MT119539.1,Son-124,Mastomys natalensis,2015,"Sonkonia, Guinea",Guinea,Sonkonia,-10.79231,9.904836
MT119540.1,Son-133,Mastomys natalensis,2015,"Sonkonia, Guinea",Guinea,Sonkonia,-10.79231,9.904836
MT119541.1,Son-140,Mastomys natalensis,2015,"Sonkonia, Guinea",Guinea,Sonkonia,-10.79231,9.904836
MT119542.1,Son-146,Mastomys natalensis,2015,"Sonkonia, Guinea",Guinea,Sonkonia,-10.79231,9.904836
MT119543.1,Son-193,Mastomys natalensis,2016,"Sonkonia, Guinea",Guinea,Sonkonia,-10.79231,9.904836
MT119544.1,Son-197,Mastomys natalensis,2016,"Sonkonia, Guinea",Guinea,Sonkonia,-10.79231,9.904836
MT119545.1,Son-198,Mastomys natalensis,2016,"Sonkonia, Guinea",Guinea,Sonkonia,-10.79231,9.904836
MT119546.1,Son-211,Mastomys natalensis,2016,"Sonkonia, Guinea",Guinea,Sonkonia,-10.79231,9.904836
MT119547.1,Yar-09,Mastomys natalensis,2013,"Yarawalia, Guinea",Guinea,Yarawalia,-10.733333,9.95
MT119548.1,Yar-17,Mastomys natalensis,2013,"Yarawalia, Guinea",Guinea,Yarawalia,-10.733333,9.95
MT119549.1,Yar-33,Mastomys natalensis,2013,"Yarawalia, Guinea",Guinea,Yarawalia,-10.733333,9.95
MT119550.1,Yar-51,Mastomys natalensis,2014,"Yarawalia, Guinea",Guinea,Yarawalia,-10.733333,9.95
MT119551.1,Yar-62,Mastomys natalensis,2014,"Yarawalia, Guinea",Guinea,Yarawalia,-10.733333,9.95
MT119552.1,Yar-130,Mastomys natalensis,2015,"Yarawalia, Guinea",Guinea,Yarawalia,-10.733333,9.95
MT119553.1,Yar-151,Mastomys natalensis,2015,"Yarawalia, Guinea",Guinea,Yarawalia,-10.733333,9.95
MT119554.1,Yar-185,Mastomys natalensis,2016,"Yarawalia, Guinea",Guinea,Yarawalia,-10.733333,9.95
MT119555.1,Yar-194,Mastomys natalensis,2016,"Yarawalia, Guinea",Guinea,Yarawalia,-10.733333,9.95
MT119556.1,Yar-217,Mastomys natalensis,2016,"Yarawalia, Guinea",Guinea,Yarawalia,-10.733333,9.95
MT119557.1,Bri-94,Mastomys natalensis,2015,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119558.1,Bri-99,Mastomys natalensis,2015,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119559.1,Bri-103,Mastomys natalensis,2015,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119560.1,Bri-115,Mastomys natalensis,2015,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119561.1,Bri-116,Mastomys natalensis,2015,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119562.1,Bri-124,Mastomys natalensis,2015,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119563.1,Bri-145,Mastomys natalensis,2015,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119564.1,Bri-161,Mastomys natalensis,2015,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119565.1,Bri-174,Mastomys natalensis,2015,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119566.1,Bri-194,Mastomys natalensis,2016,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119567.1,Bri-195,Mastomys natalensis,2016,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119568.1,Bri-201,Mastomys natalensis,2016,"Brissa, Guinea",Guinea,Brissa,NA,NA
MT119569.1,Bri-210,Mastomys natalensis,2016,"Brissa, Guinea",Guinea,Brissa,NA,NA
